(Product),(Customer),(Purchase Date),Cost Amount,Profit After Tax,Profit Before Tax,Discounted Sales,Undiscounted Sales
Bevis Steel Folding Chairs,Meg Tillman-Sachs,3/16/2001,2838.91,-697.57,-697.57,2141.34,2612.43
Canon Image Class D660 Copier,Hallie Redmond,3/17/2001,10674,9561.51,11951.9,22625.9,24888.4
Maxell 74 Minute CDR  10/Pack,Hallie Redmond,3/17/2001,40.11,16.44,20.55,60.66,69.152
Newell 325,Hallie Redmond,3/17/2001,35.01,4.288,5.36,40.37,48.848
Xerox 1964,Hallie Redmond,3/17/2001,143.13,31.48,39.35,182.48,209.852
Avery 500,Sarah Jordon-Smith,3/17/2001,127.83,137.208,171.51,299.34,323.287
Nokia 636,Jennifer Patt,3/17/2001,785.12,291.104,363.88,1149,1424.76
Logitech Access Keyboard,Speros Goranitis,3/17/2001,465.89,190.08,237.6,703.49,830.118
Xerox 1955,Hallie Redmond,3/18/2001,58.39,30.92,38.65,97.04,109.655
Hon Olson Stacker Chairs,Pierre Wener,3/18/2001,5685.79,2650.91,3313.64,8999.43,10799.3
3M Hangers With Command Adhesive,Sharelle Roach-McGee,3/18/2001,64.76,4.488,5.61,70.37,77.407
Siemens 600 Series Flip,Sharelle Roach-McGee,3/18/2001,700.75,227.104,283.88,984.63,1142.17
TimeportP7382,Sharelle Roach-McGee,3/18/2001,2735.58,1423.91,1779.89,4515.47,5418.56
Safco Drafting Table,Nona Balk,3/18/2001,2094.72,-663.39,-663.39,1431.33,1660.34
Acme Kleen Earth Office Shears,Jennifer Patt,3/18/2001,57.89,-8.72,-8.72,49.17,58.512
Newell 342,Speros Goranitis,3/18/2001,278.73,-129.92,-129.92,148.81,156.25
Staples SlimLine Pencil Sharpener,Speros Goranitis,3/18/2001,51.97,2.368,2.96,54.93,64.817
Xerox 1882,Sharelle Roach-McGee,3/19/2001,544.52,282.72,353.4,897.92,987.712
GBC Poly Designer Binding Covers,Dave Hallsten,3/19/2001,11.11,7.832,9.79,20.9,25.08
Xerox 1902,Dave Hallsten,3/19/2001,476.08,243.696,304.62,780.7,835.349
Avery 490,Jennifer Patt,3/19/2001,5.68,6.936,8.67,14.35,17.363
Xerox 1993,MaryBeth Skach,3/19/2001,300.32,-117.3,-117.3,183.02,206.813
Xerox 1887,Skye Norling-Christen,3/20/2001,158.98,76.248,95.31,254.29,310.234
Avery 508,Seth Vernon,3/20/2001,43.08,39.8,49.75,92.83,108.611
Flat Face Poster Frame,Seth Vernon,3/20/2001,293.03,133.592,166.99,460.02,542.824
Magnifier Swing Arm Lamp,MaryBeth Skach,3/20/2001,45.62,3.456,4.32,49.94,57.431
Crayola Colored Pencils,Shui Tom,3/20/2001,40.28,7.904,9.88,50.16,60.192
Xerox 1890,Dario Medina,3/21/2001,878.63,832.88,1041.1,1919.73,2150.1
Staples #2 Yellow Pencils,Jennifer Patt,3/21/2001,65.12,-19.15,-19.15,45.97,51.486
Avery 516,Skye Norling-Christen,3/21/2001,78.67,69.216,86.52,165.19,204.836
Staples Pushpins,Seth Vernon,3/21/2001,77.85,-1.01,-1.01,76.84,86.061
Epson DFX5000+ Dot Matrix Printer,Jane Waco,3/21/2001,7967.28,4104.62,5130.78,13098.1,15979.6
Nokia T2297,MaryBeth Skach,3/21/2001,1961.12,961.04,1201.3,3162.42,3921.4
Timeport L7082,Shui Tom,3/21/2001,3552.53,1558.46,1948.07,5500.6,6545.71
Xerox 1903,Shui Tom,3/21/2001,270.06,-79.98,-79.98,190.08,220.493
Crayola Anti Dust Chalk  12/Pack,Michael Oakman,3/22/2001,27.65,-0.21,-0.21,27.44,33.751
Microsoft Office Keyboard,Michael Oakman,3/22/2001,1493.6,242.84,303.55,1797.15,2066.72
OIC Thumb-Tacks,Michael Oakman,3/22/2001,20.4,-0.44,-0.44,19.96,24.551
Eldon Portable Mobile Manager,Maxwell Schwartz,3/22/2001,1185.3,-90.45,-90.45,1094.85,1280.97
Xerox 1940,Maxwell Schwartz,3/22/2001,610.71,357.448,446.81,1057.52,1311.33
Avery White Multi-Purpose Labels,Henia Zydlo,3/22/2001,12.16,21.176,26.47,38.63,45.197
File Shuttle I and Handi-File,Henia Zydlo,3/22/2001,1126.31,-321.06,-321.06,805.25,966.3
Novimex Swivel Fabric Task Chair,Meg O_Connel,3/22/2001,4960.38,-187.19,-187.19,4773.19,5489.17
Epson LQ-2080 Dot Matrix Printer,Ellis Ballard,3/22/2001,4614.48,1765.78,2207.23,6821.71,8186.05
Belkin ErgoBoard(TM) Keyboard,Lela Donovan,3/23/2001,222.84,9.16,11.45,234.29,281.148
Newell 31,Lela Donovan,3/23/2001,165.63,10.784,13.48,179.11,213.141
Siemens Accessory30,Lela Donovan,3/23/2001,737.44,788.224,985.28,1722.72,1843.31
Xerox 1960,Lela Donovan,3/23/2001,1034.5,363.528,454.41,1488.91,1667.58
50 Colored Long Pencils,Jack O_Briant,3/23/2001,333.78,24.216,30.27,364.05,444.141
Xerox 1916,Jack O_Briant,3/23/2001,850.59,810.504,1013.13,1863.72,2180.55
Xerox 1928,Hilary Holden,3/24/2001,192.56,-54.92,-54.92,137.64,148.651
File Shuttle I and Handi-File,Lela Donovan,3/24/2001,1034.99,-323.71,-323.71,711.28,853.536
Xerox 1936,Jack O_Briant,3/24/2001,284.81,122.328,152.91,437.72,529.641
Canon S750 Color Inkjet Printer,Nona Balk,3/24/2001,650.42,361.936,452.42,1102.84,1257.24
Nokia 282,Henia Zydlo,3/24/2001,2490.64,988.528,1235.66,3726.3,4173.46
Xerox 208,Henia Zydlo,3/24/2001,233.35,-99.94,-99.94,133.41,141.415
Microsoft Multimedia Keyboard,Robert Marley,3/24/2001,1076.71,110.672,138.34,1215.05,1470.21
Fellowes EZ Multi-Media Keyboard,Maurice Satty,3/24/2001,579.95,7.584,9.48,589.43,719.105
Siemens Accessory9,Victor Price,3/24/2001,364.06,318.224,397.78,761.84,838.024
StarTAC 7760,Henia Zydlo,3/25/2001,171.7,84.072,105.09,276.79,334.916
Hewlett-Packard 4.7GB DVD+R Discs,Maurice Satty,3/25/2001,110.79,35.344,44.18,154.97,189.063
Nokia 6160i,Maurice Satty,3/25/2001,5683.5,3050.82,3813.52,9497.02,10826.6
Siemens Accessory34,Hilary Holden,3/26/2001,1689.96,1198.53,1498.16,3188.12,3857.62
Nokia LX-588,Lynn Smith-Reed,3/26/2001,5224.75,2648.68,3310.85,8535.6,10498.8
Global Low Back Tilter Chair,Nona Balk,3/26/2001,4610.52,-381.77,-381.77,4228.75,5032.21
Xerox 1940,Henia Zydlo,3/26/2001,213.75,129.8,162.25,376,466.24
GBC Instant Report Kit,Mathew Reese,3/26/2001,285.66,-16.01,-16.01,269.65,283.132
Avery 493,Quincy Jones,3/27/2001,31.75,35.472,44.34,76.09,88.264
Portable Personal File Box,Lynn Smith-Reed,3/28/2001,214.05,0.84,1.05,215.1,236.61
Safco Contoured Stacking Chairs,Noel Staavos,3/28/2001,3518.13,1147.73,1434.66,4952.79,5893.82
Blackstonian Pencils,David Wiener,3/28/2001,33.35,6.056,7.57,40.92,44.603
Newell 326,Michael Moore,3/28/2001,5.06,0.376,0.47,5.53,6.138
Surelock(TM) Post Binders,Michael Moore,3/28/2001,68.43,64.624,80.78,149.21,177.56
Xerox 1932,Tonja Turnell,3/29/2001,408.26,302.888,378.61,786.87,936.375
KI Adjustable-Height Table,Dave Hallsten,3/29/2001,923.01,-40.61,-40.61,882.4,1067.7
Akro Stacking Bins,Michael Moore,3/29/2001,23.98,-3.25,-3.25,20.73,25.498
Siemens 300 Series Flip,Michael Moore,3/29/2001,3267.52,1398.98,1748.73,5016.25,5768.69
Safco Drafting Table,Laura Armstrong,3/29/2001,299.25,-43.77,-43.77,255.48,296.357
Letter Size Cart,Paul Prost,3/29/2001,1999.83,527.824,659.78,2659.61,2819.19
Newell 349,Sue Ann Reed-Freeman,3/30/2001,130.41,24.408,30.51,160.92,197.932
Contract Clock  14Inch  Brown,David Wiener,3/30/2001,322.2,0.712,0.89,323.09,352.168
Unpadded Memo Slips,Quincy Jones,3/30/2001,170.16,-27.66,-27.66,142.5,176.7
Lexmark Z65 Color Inkjet Printer,Jennifer Patt,3/30/2001,1900.78,883.952,1104.94,3005.72,3516.69
Global Value Steno Chair  Gray,Shui Tom,3/30/2001,1594.66,-138.24,-138.24,1456.42,1616.63
Nokia 7190,Maurice Satty,3/30/2001,2383.07,1323.37,1654.21,4037.28,4602.5
Xerox 1942,Rose O_Brian-Murray,3/31/2001,1076.45,286.152,357.69,1434.14,1606.24
Cardinal Hold-It CD Pocket,Yoseph Carroll-Englig,3/31/2001,321.07,-69.12,-69.12,251.95,307.379
Newell 31,Thomas Boland,3/31/2001,102.2,17.808,22.26,124.46,148.107
Xerox 1978,David Wiener,3/31/2001,162.77,-36.96,-36.96,125.81,149.714
Newell 323,Quincy Jones,3/31/2001,122.94,-43.47,-43.47,79.47,85.033
Dax Clear Box Frame,Thomas Seio,3/31/2001,41.83,8.36,10.45,52.28,61.168
Xerox 1904,Paul Prost,3/31/2001,90.12,-11.61,-11.61,78.51,83.221
Embossed Ink Jet Note Cards,Victor Price,3/31/2001,288.74,107.896,134.87,423.61,482.915
Flat Face Poster Frame,David Wiener,4/1/2001,410.24,166.776,208.47,618.71,730.078
Micro Innovations 104 Keyboard,David Wiener,4/1/2001,67.44,-1.07,-1.07,66.37,80.971
Avery 474,Nona Balk,4/1/2001,32.43,11.48,14.35,46.78,50.522
9-3/4 Diameter Round Wall Clock,Jason Gross,4/1/2001,485.42,-37.04,-37.04,448.38,520.121
Hanging Personal Folder File,Maurice Satty,4/1/2001,103.35,-13.05,-13.05,90.3,99.33
Nokia 5185i,Mary O_Rourke,4/2/2001,5308.98,2743.3,3429.12,8738.1,9349.77
Xerox 197,Tracy Zic,4/2/2001,677.86,80.856,101.07,778.93,934.716
Nokia V2397,Maurice Satty,4/2/2001,3400.84,1577.3,1971.63,5372.47,5963.44
Memorex 4.7GB DVD+RW  3/Pack,Victor Price,4/2/2001,454.99,414.072,517.59,972.58,1079.56
Avery Non-Stick Binders,Thomas Boland,4/3/2001,110.2,26.072,32.59,142.79,158.497
Xerox 1938,Tracy Zic,4/3/2001,377.33,364.992,456.24,833.57,925.263
Newell 309,Victor Price,4/3/2001,121.97,36.152,45.19,167.16,180.533
Xerox 1934,Victor Price,4/3/2001,581.96,512.96,641.2,1223.16,1369.94
Xerox 1901,Deanra Eno,4/4/2001,79.72,-21.07,-21.07,58.65,66.275
Stiletto Hand Letter Openers,Thomas Boland,4/4/2001,21.84,-1.89,-1.89,19.95,23.74
Xerox 188,Thomas Boland,4/4/2001,318.23,61.992,77.49,395.72,419.463
Xerox 222,Hallie Redmond,4/5/2001,294.28,-80.42,-80.42,213.86,260.909
Siemens Accessory16,Naresj Patel,4/5/2001,930.95,184.232,230.29,1161.24,1254.14
Epson FX-980 Dot Matrix Printer,Noel Staavos,4/5/2001,502.54,284.432,355.54,858.08,1055.44
Siemens Accessory6,David Wiener,4/5/2001,1344.38,93.136,116.42,1460.8,1738.35
Avery Durable Poly Binders,Karen Seio,4/6/2001,219.28,-81.66,-81.66,137.62,169.273
BIC Brite Liner Highlighters,Tonja Turnell,4/6/2001,35.55,3.28,4.1,39.65,44.408
Logitech Access Keyboard,David Wiener,4/6/2001,141.7,19.36,24.2,165.9,195.762
Seth Thomas 13 1/2Inch Wall Clock,Heather Jas-Hannaway,4/6/2001,643.77,83.568,104.46,748.23,867.947
VariCap6(TM) Expandable Binder,Jane Waco,4/6/2001,306.05,231.552,289.44,595.49,720.543
Siemens Accessory4,Shui Tom,4/6/2001,296.33,31.28,39.1,335.43,358.91
Nokia 5170,David Wiener,4/7/2001,905.82,273.112,341.39,1247.21,1434.29
Xerox 1913,Heather Jas-Hannaway,4/7/2001,461.12,422.024,527.53,988.65,1087.52
Siemens Accessory29,Barbara Fisher,4/7/2001,354.76,25.392,31.74,386.5,475.395
Design Ebony Sketching Pencil,Shui Tom,4/7/2001,13.68,-0.26,-0.26,13.42,14.628
Nokia 6190,Shui Tom,4/7/2001,969.86,483.2,604,1573.86,1746.98
Nokia i1000,Shui Tom,4/7/2001,1195.13,451.84,564.8,1759.93,2094.32
Nokia M3682,Karen Seio,4/8/2001,1438.1,531.336,664.17,2102.27,2543.75
Xerox 1890,Karen Seio,4/8/2001,225.29,209.368,261.71,487,545.44
Siemens Accessory28,Noel Staavos,4/8/2001,1714.01,307,383.75,2097.76,2559.27
Avery 503,Tonja Turnell,4/8/2001,221.7,179.144,223.93,445.63,508.018
Newell 350,Tonja Turnell,4/8/2001,319.26,-192.6,-192.6,126.66,148.192
Eldon Wave Desk Accessories,Nona Balk,4/8/2001,6.22,8.816,11.02,17.24,20.86
Nokia i700plus,Patrick O_Brill,4/8/2001,952.13,435.704,544.63,1496.76,1616.5
Euro Pro Shark Stick Mini Vacuum,Jas O_Carroll,4/9/2001,1699.56,-468.04,-468.04,1231.52,1293.1
Fellowes Recycled Storage Drawers,Sue Ann Reed-Freeman,4/9/2001,3809.74,583.136,728.92,4538.66,5582.55
Prang Drawing Pencil Set,Harold Pawlan,4/9/2001,116.59,4.792,5.99,122.58,149.548
Contract Clock  14Inch  Brown,Michael Moore,4/9/2001,429.6,1.976,2.47,432.07,470.956
Durable Pressboard Binders,Michael Moore,4/9/2001,117.36,26.184,32.73,150.09,184.611
Microsoft Multimedia Keyboard,Michael Moore,4/9/2001,538.36,34.736,43.42,581.78,703.954
Avery 507,Patrick O_Brill,4/9/2001,58.44,31.48,39.35,97.79,119.304
Logitech Cordless Access Duo,Patrick O_Brill,4/9/2001,1462.3,878.792,1098.49,2560.79,3021.73
Belkin F5C206VTEL 6 Outlet Surge,Jas O_Carroll,4/10/2001,359.92,87.44,109.3,469.22,530.219
Xerox 1938,Nona Balk,4/10/2001,801.82,692.168,865.21,1667.03,1850.4
Acme Kleen Earth Office Shears,Michael Moore,4/10/2001,152.62,-39.35,-39.35,113.27,134.791
Eldon Pizzaz(TM) Desk Accessories,Jas O_Carroll,4/11/2001,208.4,-120.19,-120.19,88.21,100.559
Avery 502,Thomas Boland,4/11/2001,43.3,24.656,30.82,74.12,91.909
Belkin 7 Outlet SurgeMaster II,Dario Medina,4/11/2001,208.03,90.816,113.52,321.55,376.214
Prang Drawing Pencil Set,Harold Pawlan,4/11/2001,12.95,1.264,1.58,14.53,17.727
Xerox 218,Lena Cacioppo,4/11/2001,80.27,-3.39,-3.39,76.88,83.799
TIMEPORT P8767,Lena Cacioppo,4/12/2001,374.44,164.408,205.51,579.95,649.544
KI Adjustable-Height Table,Thomas Boland,4/13/2001,232.05,-14.33,-14.33,217.72,263.441
Xerox 189,Jasper Cacioppo,4/13/2001,2886.72,2193.36,2741.7,5628.42,5966.12
BPI Conference Tables,Naresj Patel,4/14/2001,3677.78,-654.75,-654.75,3023.03,3688.1
Imation DVD-RAM discs,Pierre Wener,4/14/2001,757.52,534.984,668.73,1426.25,1740.03
Newell 340,Lynn Smith-Reed,4/14/2001,94.82,21.904,27.38,122.2,150.306
Imation 3.5 IBM Diskettes  10/Box,Jason Gross,4/14/2001,752.32,-375.26,-375.26,377.06,448.701
9-3/4 Diameter Round Wall Clock,Heather Jas-Hannaway,4/14/2001,14.71,6.056,7.57,22.28,25.845
GBC Linen Binding Covers,Heather Jas-Hannaway,4/14/2001,23.09,14.36,17.95,41.04,47.606
Staples Bulldog Clip,Yoseph Carroll-Englig,4/15/2001,43.68,31.32,39.15,82.83,97.739
Avery 507,Heather Jas-Hannaway,4/15/2001,69.8,44.328,55.41,125.21,152.756
Xerox 1996,Heather Jas-Hannaway,4/15/2001,34.7,-6.53,-6.53,28.17,32.959
Nokia 2120,Lena Cacioppo,4/15/2001,55.13,21.408,26.76,81.89,95.811
Xerox 222,Pierre Wener,4/16/2001,133.76,-22.26,-22.26,111.5,136.03
Letter Size Cart,Jason Gross,4/16/2001,499.96,166.32,207.9,707.86,750.332
Nokia 6160m,Jason Gross,4/16/2001,2359.87,1218.6,1523.25,3883.12,4271.43
4009 Highlighters,Olvera Toch,4/16/2001,6.92,0.304,0.38,7.3,8.176
Lock-Up Easel _Spel-Binder_,Olvera Toch,4/16/2001,579.58,641.656,802.07,1381.65,1644.16
Fashion Color Clasp Envelopes,Jennifer Patt,4/16/2001,40.03,21.256,26.57,66.6,75.924
Staples Bulldog Clip,Mary O_Rourke,4/17/2001,43.68,29.088,36.36,80.04,94.447
Staples Vinyl Paper Clips,Mary O_Rourke,4/17/2001,115.96,72.632,90.79,206.75,252.235
1726 Digital Answering Machine,Pierre Wener,4/17/2001,526.51,123.392,154.24,680.75,782.862
Xerox 1908,Pierre Wener,4/17/2001,50.03,55.816,69.77,119.8,148.552
Wirebound Voice Message Log Book,Yoseph Carroll-Englig,4/17/2001,10.95,6.688,8.36,19.31,22.013
Motorola SB4200 Cable Modem,Jennifer Patt,4/17/2001,1808.55,1186.41,1483.01,3291.56,3686.55
GBC Wire Binding Strips,Ellis Ballard,4/17/2001,24.36,17.256,21.57,45.93,57.413
Nokia i500plus,Mary O_Rourke,4/18/2001,265.17,121.864,152.33,417.5,501
Hon Racetrack Conference Tables,Tanja Norvell,4/18/2001,5555.59,1859.43,2324.29,7879.88,9771.05
Acco Hanging Data Binders,Dario Medina,4/18/2001,160.3,-61.05,-61.05,99.25,107.19
Xerox 209,Jasper Cacioppo,4/18/2001,408.3,-153.65,-153.65,254.65,303.034
Newell 348,Steven Roelle,4/18/2001,38.05,8.968,11.21,49.26,55.664
Xerox 1974,Steven Roelle,4/18/2001,80.22,-10.09,-10.09,70.13,86.26
Multimedia Mailers,Tonja Turnell,4/19/2001,2004.78,1286.16,1607.7,3612.48,4262.73
SAFCO Boltless Steel Shelving,Tonja Turnell,4/19/2001,2739.61,-414.82,-414.82,2324.79,2813
Xerox 1899,Tonja Turnell,4/19/2001,147.86,-28.61,-28.61,119.25,133.56
Nokia 6360,Olvera Toch,4/19/2001,4858.39,2029.95,2537.44,7395.83,7913.54
Avery 509,Steven Roelle,4/19/2001,45.54,27.808,34.76,80.3,90.739
Xerox 21,Steven Roelle,4/19/2001,35.99,-6.35,-6.35,29.64,34.975
Newell 318,Lena Cacioppo,4/19/2001,80.93,2.712,3.39,84.32,88.536
Logitech Cordless Keyboard,Joseph Airdo,4/20/2001,860.51,440.464,550.58,1411.09,1608.64
Newell 317,Jasper Cacioppo,4/20/2001,7.04,1.768,2.21,9.25,10.915
Barrel Sharpener,Tonja Turnell,4/20/2001,75.32,-28.46,-28.46,46.86,50.609
Project Tote Personal File,Tonja Turnell,4/20/2001,465.12,-105.73,-105.73,359.39,434.862
Xerox 1949,Tonja Turnell,4/20/2001,234.46,-61.93,-61.93,172.53,205.311
Stackable Trays,Michael Moore,4/20/2001,44.89,-20.08,-20.08,24.81,30.02
Sterling Rubber Bands by Alliance,Steven Roelle,4/20/2001,230.47,-5.44,-5.44,225.03,238.532
Gyration RF Keyboard,Ellis Ballard,4/20/2001,2432.96,1777.39,2221.74,4654.7,5492.55
Staples Standard Envelopes,Joseph Airdo,4/21/2001,134.84,70.92,88.65,223.49,274.893
Strathmore Photo Mount Cards,Joseph Airdo,4/21/2001,388.26,-83.76,-83.76,304.5,356.265
Nokia I888 World Phone,Olvera Toch,4/21/2001,4371.98,1621.63,2027.04,6399.02,7742.81
Tennsco Commercial Shelving,Olvera Toch,4/21/2001,2239.68,-1382.54,-1382.54,857.14,968.568
Nokia 5185,Steven Roelle,4/21/2001,1067.7,409.512,511.89,1579.59,1848.12
Acco Glide Clips,Joseph Airdo,4/22/2001,159.58,3.56,4.45,164.03,200.117
9-3/4 Diameter Round Wall Clock,Lena Cacioppo,4/22/2001,58.84,2.984,3.73,62.57,72.581
Cardinal Hold-It CD Pocket,Rick Reed,4/22/2001,256.86,-50.66,-50.66,206.2,251.564
Avery 494,Shui Tom,4/22/2001,42.5,19.016,23.77,66.27,76.21
Crayola Colored Pencils,Shui Tom,4/22/2001,112.8,21.856,27.32,140.12,168.144
Nokia 7190,Joseph Airdo,4/23/2001,893.65,640.224,800.28,1693.93,1931.08
DAX Wood Document Frame.,Jasper Cacioppo,4/23/2001,71.32,0.136,0.17,71.49,77.209
Economy Binders,Jasper Cacioppo,4/23/2001,67.16,-7.11,-7.11,60.05,70.258
Epson LX-300+ Dot Matrix Printer,Elizabeth Moffitt,4/23/2001,2733.01,1204.22,1505.28,4238.29,4450.2
Mobile Personal File Cube,Lena Cacioppo,4/23/2001,316.7,42.136,52.67,369.37,406.307
Economy Rollaway Files,MaryBeth Skach,4/23/2001,117.46,50.168,62.71,180.17,194.584
Avery 491,Joseph Airdo,4/24/2001,13,17.912,22.39,35.39,39.991
Tennsco Double-Tier Lockers,Lynn Smith-Reed,4/24/2001,8389.67,1616.84,2021.05,10410.7,11243.6
Nu-Dell Float Frame 11 x 14 1/2,MaryBeth Skach,4/24/2001,281.8,33.776,42.22,324.02,395.304
Xerox 21,MaryBeth Skach,4/24/2001,134.96,-33.44,-33.44,101.52,119.794
Avery Durable Slant Ring Binders,Jas O_Carroll,4/25/2001,230.48,63.592,79.49,309.97,337.867
Siemens Accessory36,Joseph Airdo,4/25/2001,51.47,7.6,9.5,60.97,65.848
Safco Contoured Stacking Chairs,Laura Armstrong,4/25/2001,5696.02,2061.38,2576.73,8272.75,9844.57
Avery 485,David Flashing,4/25/2001,236.76,269.112,336.39,573.15,647.659
Newell 31,MaryBeth Skach,4/25/2001,165.63,14.4,18,183.63,218.52
Xerox 1977,Joseph Airdo,4/26/2001,115.07,-12.72,-12.72,102.35,107.468
Nokia CF 688,Roy Skaria,4/26/2001,1690.89,699.168,873.96,2564.85,2795.69
Nokia T68,Laura Armstrong,4/26/2001,135.97,68.808,86.01,221.98,233.079
Akro-Mils 12-Gallon Tote,David Flashing,4/26/2001,377.48,-127.76,-127.76,249.72,272.195
T28 WORLD,David Flashing,4/26/2001,1392.42,451.76,564.7,1957.12,2074.55
Avery 52,Jas O_Carroll,4/27/2001,83.7,59.688,74.61,158.31,196.304
Xerox 1900,Jas O_Carroll,4/27/2001,75.48,-22.35,-22.35,53.13,61.631
Luxo Economy Swing Arm Lamp,Nathan Mautz,4/27/2001,393.54,-77.48,-77.48,316.06,338.184
Balt Solid Wood Round Tables,Dario Medina,4/28/2001,4946.66,702.392,877.99,5824.65,6814.84
Logitech Access Keyboard,Sue Ann Reed-Freeman,4/28/2001,524.3,63.4,79.25,603.55,712.189
Presstex Flexible Ring Binders,David Wiener,4/28/2001,132.55,49.792,62.24,194.79,208.425
Global Super Steno Chair,Steven Roelle,4/28/2001,3905.92,-143.01,-143.01,3762.91,4666.01
Green Bar Computer Printout Paper,David Wiener,4/29/2001,439.12,271.304,339.13,778.25,933.9
DAX Clear Channel Poster Frame,Lena Cacioppo,4/29/2001,691.12,51.64,64.55,755.67,808.567
Home/Office Personal File Carts,Lena Cacioppo,4/29/2001,790.38,187.64,234.55,1024.93,1117.17
Hewlett-Packard 4.7GB DVD+R Discs,Sandra Glassco,4/29/2001,240.04,64.472,80.59,320.63,391.169
Avery 482,Tanja Norvell,4/30/2001,89.79,25.352,31.69,121.48,140.917
Logitech Cordless Access Duo,Roy Skaria,4/30/2001,1234.83,854.072,1067.59,2302.42,2716.86
Xerox 1939,Maxwell Schwartz,4/30/2001,827.94,26.376,32.97,860.91,912.565
DAX Solid Wood Frames,Shui Tom,4/30/2001,417.67,-28.41,-28.41,389.26,482.682
Portfile Personal File Boxes,Shui Tom,4/30/2001,856.26,-89.42,-89.42,766.84,874.198
24-Hour Round Wall Clock,Tanja Norvell,5/1/2001,899.58,70.592,88.24,987.82,1165.63
Newell 320,Tanja Norvell,5/1/2001,200.04,2.232,2.79,202.83,247.453
Xerox 1932,Elizabeth Moffitt,5/1/2001,222.69,149.976,187.47,410.16,488.09
Eldon File Chest(TM) Portable File,Sandra Glassco,5/1/2001,560.06,31.88,39.85,599.91,719.892
Epson LQ-570e Dot Matrix Printer,Joseph Airdo,5/2/2001,7911.34,3007.38,3759.22,11670.6,14121.4
Nokia 6120,Sue Ann Reed-Freeman,5/2/2001,47.07,18.968,23.71,70.78,81.397
DAX Wood Document Frame,Thomas Boland,5/3/2001,628.71,-26.58,-26.58,602.13,662.343
Motorola SB4200 Cable Modem,Roy Skaria,5/3/2001,638.31,286.68,358.35,996.66,1116.26
Avery Durable Plastic 1Inch Binders,Sue Ann Reed-Freeman,5/3/2001,328.43,-133.31,-133.31,195.12,216.583
Staples* Letter Opener,Elizabeth Moffitt,5/3/2001,311.23,-203.34,-203.34,107.89,131.626
Avery 508,Olvera Toch,5/3/2001,22.68,21.824,27.28,49.96,58.453
Avery 513,Thomas Boland,5/4/2001,73.3,36.808,46.01,119.31,136.013
Siemens Accessory32,Meg Tillman-Sachs,5/4/2001,1021.48,1282.81,1603.51,2624.99,2861.24
Rogers Jumbo File  Granite,Herbert Flentye,5/5/2001,774.43,-285.93,-285.93,488.5,522.695
Imation CD-R,Meg Tillman-Sachs,5/5/2001,151,-38.88,-38.88,112.12,130.059
Tops Wirebound Message Log Books,Seth Vernon,5/6/2001,39.8,6.12,7.65,47.45,51.246
Avery Non-Stick Binders,Deanra Eno,5/7/2001,71.3,25.512,31.89,103.19,114.541
Xerox 1919,Deanra Eno,5/7/2001,20.62,23.608,29.51,50.13,59.655
Avery File Folder Labels,Olvera Toch,5/7/2001,171.9,-86.48,-86.48,85.42,99.941
Nokia g520,Olvera Toch,5/7/2001,972.27,385.96,482.45,1454.72,1571.1
Nokia CF 768,Mathew Reese,5/7/2001,385.94,171.792,214.74,600.68,714.809
Nokia 252,Seth Vernon,5/7/2001,1308.65,621.368,776.71,2085.36,2293.9
Xerox 1882,Seth Vernon,5/7/2001,1599.54,919.464,1149.33,2748.87,3023.76
Advantus Rolling Storage Box,Olvera Toch,5/8/2001,342.86,30.184,37.73,380.59,433.873
Avery Hanging File Binders,Seth Vernon,5/8/2001,110.84,47.368,59.21,170.05,185.355
GBC Binding covers,Naresj Patel,5/9/2001,182.88,34.912,43.64,226.52,262.763
Xerox 195,Noel Staavos,5/9/2001,173.4,-20,-20,153.4,187.148
Avery 478,Patrick O_Brill,5/9/2001,49.89,47.32,59.15,109.04,133.029
Nokia LX 788,Robert Marley,5/9/2001,3978.57,1411.5,1764.37,5742.94,6259.81
DAX Clear Channel Poster Frame,Karen Seio,5/10/2001,532.74,11.12,13.9,546.64,584.905
Avery 506,David Flashing,5/10/2001,105.53,78.6,98.25,203.78,230.271
Nokia 6160i,Mary Zewe,5/11/2001,1853.31,802.848,1003.56,2856.87,3256.83
Acco 3-Hole Punch,Mathew Reese,5/11/2001,203.6,-85.88,-85.88,117.72,137.732
Hon Pagoda(TM) Stacking Chairs,Shui Tom,5/11/2001,1005.14,543.232,679.04,1684.18,1936.81
Harmony Air Purifier,Speros Goranitis,5/11/2001,2665,1440.1,1800.13,4465.13,5134.9
Leather Task Chair  Black,Sue Ann Reed-Freeman,5/12/2001,4011.16,78.56,98.2,4109.36,4438.11
Xerox 1970,Lena Cacioppo,5/12/2001,294.57,-98.61,-98.61,195.96,209.677
Xerox 1923,Mary Zewe,5/12/2001,81.32,-6.92,-6.92,74.4,91.512
Ultra Door Pull Handle,Mathew Reese,5/12/2001,563.24,-129.3,-129.3,433.94,481.673
